Jurisdiction,Not in ICU,ICU,Date,Active outbreaks in aged care homes as at 13 Sep 2022,Active outbreaks in aged care homes as at 20 Sep 2022,Active outbreaks in aged care homes as at 21 Sep 2022,Active outbreaks in aged care homes as at 28 Sep 2022,Active outbreaks in aged care homes as at 05 Oct 2022,Active outbreaks in aged care homes as at 12 Oct 2022,Active outbreaks in aged care homes as at 19 Oct 2022,Active outbreaks in aged care homes as at 26 Oct 2022,Active outbreaks in aged care homes as at 02 Nov 2022,Active outbreaks in aged care homes as at 09 Nov 2022,Active outbreaks in aged care homes as at 16 Nov 2022
WA,249.0,11.0,2022-06-17,,,,,,,,,,,
Australia,2724.0,93.0,2022-06-18,,,,,,,,,,,
ACT,85.0,2.0,2022-06-18,,,,,,,,,,,
NSW,1330.0,42.0,2022-06-18,,,,,,,,,,,
NT,17.0,1.0,2022-06-18,,,,,,,,,,,
QLD,395.0,7.0,2022-06-18,,,,,,,,,,,
SA,205.0,5.0,2022-06-18,,,,,,,,,,,
TAS,29.0,1.0,2022-06-18,,,,,,,,,,,
VIC,414.0,24.0,2022-06-18,,,,,,,,,,,
WA,249.0,11.0,2022-06-18,,,,,,,,,,,
Australia,2724.0,93.0,2022-06-19,,,,,,,,,,,
ACT,85.0,2.0,2022-06-19,,,,,,,,,,,
NSW,1330.0,42.0,2022-06-19,,,,,,,,,,,
NT,17.0,1.0,2022-06-19,,,,,,,,,,,
QLD,395.0,7.0,2022-06-19,,,,,,,,,,,
SA,205.0,5.0,2022-06-19,,,,,,,,,,,
TAS,29.0,1.0,2022-06-19,,,,,,,,,,,
VIC,414.0,24.0,2022-06-19,,,,,,,,,,,
WA,249.0,11.0,2022-06-19,,,,,,,,,,,
Australia,2893.0,113.0,2022-06-20,,,,,,,,,,,
ACT,87.0,2.0,2022-06-20,,,,,,,,,,,
NSW,1412.0,58.0,2022-06-20,,,,,,,,,,,
NT,11.0,0.0,2022-06-20,,,,,,,,,,,
QLD,473.0,7.0,2022-06-20,,,,,,,,,,,
SA,226.0,11.0,2022-06-20,,,,,,,,,,,
TAS,31.0,2.0,2022-06-20,,,,,,,,,,,
VIC,397.0,21.0,2022-06-20,,,,,,,,,,,
WA,256.0,12.0,2022-06-20,,,,,,,,,,,
Australia,2950.0,105.0,2022-06-21,,,,,,,,,,,
ACT,86.0,1.0,2022-06-21,,,,,,,,,,,
NSW,1442.0,57.0,2022-06-21,,,,,,,,,,,
NT,17.0,0.0,2022-06-21,,,,,,,,,,,
QLD,484.0,7.0,2022-06-21,,,,,,,,,,,
SA,221.0,9.0,2022-06-21,,,,,,,,,,,
TAS,36.0,2.0,2022-06-21,,,,,,,,,,,
VIC,413.0,21.0,2022-06-21,,,,,,,,,,,
WA,251.0,8.0,2022-06-21,,,,,,,,,,,
Australia,2919.0,103.0,2022-06-22,,,,,,,,,,,
ACT,84.0,1.0,2022-06-22,,,,,,,,,,,
NSW,1448.0,51.0,2022-06-22,,,,,,,,,,,
NT,11.0,1.0,2022-06-22,,,,,,,,,,,
QLD,490.0,7.0,2022-06-22,,,,,,,,,,,
SA,216.0,7.0,2022-06-22,,,,,,,,,,,
TAS,42.0,3.0,2022-06-22,,,,,,,,,,,
VIC,378.0,24.0,2022-06-22,,,,,,,,,,,
WA,250.0,9.0,2022-06-22,,,,,,,,,,,
Australia,2935.0,108.0,2022-06-23,,,,,,,,,,,
ACT,87.0,1.0,2022-06-23,,,,,,,,,,,
NSW,1447.0,53.0,2022-06-23,,,,,,,,,,,
NT,13.0,1.0,2022-06-23,,,,,,,,,,,
QLD,506.0,6.0,2022-06-23,,,,,,,,,,,
SA,202.0,10.0,2022-06-23,,,,,,,,,,,
TAS,44.0,2.0,2022-06-23,,,,,,,,,,,
VIC,388.0,23.0,2022-06-23,,,,,,,,,,,
WA,248.0,12.0,2022-06-23,,,,,,,,,,,
Australia,2857.0,110.0,2022-06-24,,,,,,,,,,,
ACT,98.0,1.0,2022-06-24,,,,,,,,,,,
NSW,1381.0,54.0,2022-06-24,,,,,,,,,,,
NT,13.0,0.0,2022-06-24,,,,,,,,,,,
QLD,515.0,7.0,2022-06-24,,,,,,,,,,,
SA,190.0,10.0,2022-06-24,,,,,,,,,,,
TAS,44.0,3.0,2022-06-24,,,,,,,,,,,
VIC,385.0,27.0,2022-06-24,,,,,,,,,,,
WA,231.0,8.0,2022-06-24,,,,,,,,,,,
Australia,2857.0,110.0,2022-06-25,,,,,,,,,,,
ACT,98.0,1.0,2022-06-25,,,,,,,,,,,
NSW,1381.0,54.0,2022-06-25,,,,,,,,,,,
NT,13.0,0.0,2022-06-25,,,,,,,,,,,
QLD,515.0,7.0,2022-06-25,,,,,,,,,,,
SA,190.0,10.0,2022-06-25,,,,,,,,,,,
TAS,44.0,3.0,2022-06-25,,,,,,,,,,,
VIC,385.0,27.0,2022-06-25,,,,,,,,,,,
WA,231.0,8.0,2022-06-25,,,,,,,,,,,
Australia,2857.0,110.0,2022-06-26,,,,,,,,,,,
ACT,98.0,1.0,2022-06-26,,,,,,,,,,,
NSW,1381.0,54.0,2022-06-26,,,,,,,,,,,
NT,13.0,0.0,2022-06-26,,,,,,,,,,,
QLD,515.0,7.0,2022-06-26,,,,,,,,,,,
SA,190.0,10.0,2022-06-26,,,,,,,,,,,
TAS,44.0,3.0,2022-06-26,,,,,,,,,,,
VIC,385.0,27.0,2022-06-26,,,,,,,,,,,
WA,231.0,8.0,2022-06-26,,,,,,,,,,,
Australia,3022.0,111.0,2022-06-27,,,,,,,,,,,
ACT,118.0,1.0,2022-06-27,,,,,,,,,,,
NSW,1452.0,55.0,2022-06-27,,,,,,,,,,,
NT,16.0,1.0,2022-06-27,,,,,,,,,,,
QLD,534.0,8.0,2022-06-27,,,,,,,,,,,
SA,201.0,9.0,2022-06-27,,,,,,,,,,,
TAS,42.0,3.0,2022-06-27,,,,,,,,,,,
VIC,433.0,26.0,2022-06-27,,,,,,,,,,,
WA,226.0,8.0,2022-06-27,,,,,,,,,,,
Australia,3154.0,122.0,2022-06-28,,,,,,,,,,,
ACT,121.0,0.0,2022-06-28,,,,,,,,,,,
NSW,1491.0,49.0,2022-06-28,,,,,,,,,,,
NT,16.0,1.0,2022-06-28,,,,,,,,,,,
QLD,579.0,14.0,2022-06-28,,,,,,,,,,,
SA,238.0,8.0,2022-06-28,,,,,,,,,,,
TAS,41.0,4.0,2022-06-28,,,,,,,,,,,
VIC,433.0,35.0,2022-06-28,,,,,,,,,,,
WA,235.0,11.0,2022-06-28,,,,,,,,,,,
Australia,3116.0,108.0,2022-06-29,,,,,,,,,,,
ACT,115.0,1.0,2022-06-29,,,,,,,,,,,
NSW,1486.0,40.0,2022-06-29,,,,,,,,,,,
NT,16.0,4.0,2022-06-29,,,,,,,,,,,
QLD,586.0,11.0,2022-06-29,,,,,,,,,,,
SA,227.0,8.0,2022-06-29,,,,,,,,,,,
TAS,33.0,5.0,2022-06-29,,,,,,,,,,,
VIC,438.0,25.0,2022-06-29,,,,,,,,,,,
WA,215.0,14.0,2022-06-29,,,,,,,,,,,
Australia,3169.0,98.0,2022-06-30,,,,,,,,,,,
ACT,120.0,2.0,2022-06-30,,,,,,,,,,,
NSW,1497.0,37.0,2022-06-30,,,,,,,,,,,
NT,13.0,2.0,2022-06-30,,,,,,,,,,,
QLD,617.0,14.0,2022-06-30,,,,,,,,,,,
SA,229.0,8.0,2022-06-30,,,,,,,,,,,
TAS,41.0,3.0,2022-06-30,,,,,,,,,,,
VIC,444.0,21.0,2022-06-30,,,,,,,,,,,
WA,208.0,11.0,2022-06-30,,,,,,,,,,,
Australia,3166.0,106.0,2022-07-01,,,,,,,,,,,
ACT,134.0,4.0,2022-07-01,,,,,,,,,,,
NSW,1517.0,41.0,2022-07-01,,,,,,,,,,,
NT,14.0,2.0,2022-07-01,,,,,,,,,,,
QLD,582.0,15.0,2022-07-01,,,,,,,,,,,
SA,220.0,7.0,2022-07-01,,,,,,,,,,,
TAS,43.0,4.0,2022-07-01,,,,,,,,,,,
VIC,449.0,23.0,2022-07-01,,,,,,,,,,,
WA,207.0,10.0,2022-07-01,,,,,,,,,,,
Australia,3166.0,106.0,2022-07-02,,,,,,,,,,,
ACT,134.0,4.0,2022-07-02,,,,,,,,,,,
NSW,1517.0,41.0,2022-07-02,,,,,,,,,,,
NT,14.0,2.0,2022-07-02,,,,,,,,,,,
QLD,582.0,15.0,2022-07-02,,,,,,,,,,,
SA,220.0,7.0,2022-07-02,,,,,,,,,,,
TAS,43.0,4.0,2022-07-02,,,,,,,,,,,
VIC,449.0,23.0,2022-07-02,,,,,,,,,,,
WA,207.0,10.0,2022-07-02,,,,,,,,,,,
Australia,3166.0,106.0,2022-07-03,,,,,,,,,,,
ACT,134.0,4.0,2022-07-03,,,,,,,,,,,
NSW,1517.0,41.0,2022-07-03,,,,,,,,,,,
NT,14.0,2.0,2022-07-03,,,,,,,,,,,
QLD,582.0,15.0,2022-07-03,,,,,,,,,,,
SA,220.0,7.0,2022-07-03,,,,,,,,,,,
TAS,43.0,4.0,2022-07-03,,,,,,,,,,,
VIC,449.0,23.0,2022-07-03,,,,,,,,,,,
WA,207.0,10.0,2022-07-03,,,,,,,,,,,
Australia,3393.0,118.0,2022-07-04,,,,,,,,,,,
ACT,134.0,2.0,2022-07-04,,,,,,,,,,,
NSW,1675.0,50.0,2022-07-04,,,,,,,,,,,
NT,20.0,1.0,2022-07-04,,,,,,,,,,,
QLD,582.0,16.0,2022-07-04,,,,,,,,,,,
SA,211.0,9.0,2022-07-04,,,,,,,,,,,
TAS,69.0,3.0,2022-07-04,,,,,,,,,,,
VIC,485.0,28.0,2022-07-04,,,,,,,,,,,
WA,217.0,9.0,2022-07-04,,,,,,,,,,,
Australia,3617.0,123.0,2022-07-05,,,,,,,,,,,
ACT,134.0,2.0,2022-07-05,,,,,,,,,,,
NSW,1724.0,58.0,2022-07-05,,,,,,,,,,,
NT,21.0,0.0,2022-07-05,,,,,,,,,,,
QLD,696.0,14.0,2022-07-05,,,,,,,,,,,
SA,224.0,10.0,2022-07-05,,,,,,,,,,,
TAS,74.0,2.0,2022-07-05,,,,,,,,,,,
VIC,515.0,28.0,2022-07-05,,,,,,,,,,,
WA,229.0,9.0,2022-07-05,,,,,,,,,,,
Australia,3643.0,138.0,2022-07-06,,,,,,,,,,,
ACT,130.0,5.0,2022-07-06,,,,,,,,,,,
NSW,1758.0,64.0,2022-07-06,,,,,,,,,,,
NT,23.0,1.0,2022-07-06,,,,,,,,,,,
QLD,687.0,18.0,2022-07-06,,,,,,,,,,,
SA,256.0,11.0,2022-07-06,,,,,,,,,,,
TAS,77.0,2.0,2022-07-06,,,,,,,,,,,
VIC,494.0,29.0,2022-07-06,,,,,,,,,,,
WA,218.0,8.0,2022-07-06,,,,,,,,,,,
Australia,3759.0,140.0,2022-07-07,,,,,,,,,,,
ACT,129.0,6.0,2022-07-07,,,,,,,,,,,
NSW,1820.0,62.0,2022-07-07,,,,,,,,,,,
NT,19.0,0.0,2022-07-07,,,,,,,,,,,
QLD,682.0,15.0,2022-07-07,,,,,,,,,,,
SA,242.0,12.0,2022-07-07,,,,,,,,,,,
TAS,77.0,3.0,2022-07-07,,,,,,,,,,,
VIC,562.0,30.0,2022-07-07,,,,,,,,,,,
WA,228.0,12.0,2022-07-07,,,,,,,,,,,
Australia,3836.0,141.0,2022-07-08,,,,,,,,,,,
ACT,133.0,4.0,2022-07-08,,,,,,,,,,,
NSW,1841.0,60.0,2022-07-08,,,,,,,,,,,
NT,17.0,0.0,2022-07-08,,,,,,,,,,,
QLD,697.0,17.0,2022-07-08,,,,,,,,,,,
SA,240.0,9.0,2022-07-08,,,,,,,,,,,
TAS,85.0,3.0,2022-07-08,,,,,,,,,,,
VIC,592.0,37.0,2022-07-08,,,,,,,,,,,
WA,231.0,11.0,2022-07-08,,,,,,,,,,,
Australia,3836.0,141.0,2022-07-09,,,,,,,,,,,
ACT,133.0,4.0,2022-07-09,,,,,,,,,,,
NSW,1841.0,60.0,2022-07-09,,,,,,,,,,,
NT,17.0,0.0,2022-07-09,,,,,,,,,,,
QLD,697.0,17.0,2022-07-09,,,,,,,,,,,
SA,240.0,9.0,2022-07-09,,,,,,,,,,,
TAS,85.0,3.0,2022-07-09,,,,,,,,,,,
VIC,592.0,37.0,2022-07-09,,,,,,,,,,,
WA,231.0,11.0,2022-07-09,,,,,,,,,,,
Australia,3836.0,141.0,2022-07-10,,,,,,,,,,,
ACT,133.0,4.0,2022-07-10,,,,,,,,,,,
NSW,1841.0,60.0,2022-07-10,,,,,,,,,,,
NT,17.0,0.0,2022-07-10,,,,,,,,,,,
QLD,697.0,17.0,2022-07-10,,,,,,,,,,,
SA,240.0,9.0,2022-07-10,,,,,,,,,,,
TAS,85.0,3.0,2022-07-10,,,,,,,,,,,
VIC,592.0,37.0,2022-07-10,,,,,,,,,,,
WA,231.0,11.0,2022-07-10,,,,,,,,,,,
Australia,4196.0,131.0,2022-07-11,,,,,,,,,,,
ACT,131.0,5.0,2022-07-11,,,,,,,,,,,
NSW,1939.0,63.0,2022-07-11,,,,,,,,,,,
NT,24.0,1.0,2022-07-11,,,,,,,,,,,
QLD,772.0,10.0,2022-07-11,,,,,,,,,,,
SA,275.0,9.0,2022-07-11,,,,,,,,,,,
TAS,95.0,4.0,2022-07-11,,,,,,,,,,,
VIC,687.0,30.0,2022-07-11,,,,,,,,,,,
WA,273.0,9.0,2022-07-11,,,,,,,,,,,
Australia,4342.0,126.0,2022-07-12,,,,,,,,,,,
ACT,137.0,3.0,2022-07-12,,,,,,,,,,,
NSW,1991.0,58.0,2022-07-12,,,,,,,,,,,
NT,39.0,0.0,2022-07-12,,,,,,,,,,,
QLD,848.0,12.0,2022-07-12,,,,,,,,,,,
SA,240.0,6.0,2022-07-12,,,,,,,,,,,
TAS,98.0,2.0,2022-07-12,,,,,,,,,,,
VIC,698.0,39.0,2022-07-12,,,,,,,,,,,
WA,291.0,6.0,2022-07-12,,,,,,,,,,,
Australia,4340.0,137.0,2022-07-13,,,,,,,,,,,
ACT,138.0,4.0,2022-07-13,,,,,,,,,,,
NSW,1962.0,61.0,2022-07-13,,,,,,,,,,,
NT,41.0,2.0,2022-07-13,,,,,,,,,,,
QLD,845.0,14.0,2022-07-13,,,,,,,,,,,
SA,239.0,6.0,2022-07-13,,,,,,,,,,,
TAS,102.0,4.0,2022-07-13,,,,,,,,,,,
VIC,703.0,36.0,2022-07-13,,,,,,,,,,,
WA,310.0,10.0,2022-07-13,,,,,,,,,,,
Australia,4373.0,139.0,2022-07-14,,,,,,,,,,,
ACT,132.0,5.0,2022-07-14,,,,,,,,,,,
NSW,1945.0,56.0,2022-07-14,,,,,,,,,,,
NT,52.0,3.0,2022-07-14,,,,,,,,,,,
QLD,847.0,16.0,2022-07-14,,,,,,,,,,,
SA,224.0,7.0,2022-07-14,,,,,,,,,,,
TAS,121.0,4.0,2022-07-14,,,,,,,,,,,
VIC,737.0,34.0,2022-07-14,,,,,,,,,,,
WA,315.0,14.0,2022-07-14,,,,,,,,,,,
Australia,4458.0,144.0,2022-07-15,,,,,,,,,,,
ACT,131.0,4.0,2022-07-15,,,,,,,,,,,
NSW,1967.0,60.0,2022-07-15,,,,,,,,,,,
NT,51.0,1.0,2022-07-15,,,,,,,,,,,
QLD,893.0,14.0,2022-07-15,,,,,,,,,,,
SA,258.0,8.0,2022-07-15,,,,,,,,,,,
TAS,127.0,6.0,2022-07-15,,,,,,,,,,,
VIC,714.0,35.0,2022-07-15,,,,,,,,,,,
WA,317.0,16.0,2022-07-15,,,,,,,,,,,
Australia,4458.0,144.0,2022-07-16,,,,,,,,,,,
ACT,131.0,4.0,2022-07-16,,,,,,,,,,,
NSW,1967.0,60.0,2022-07-16,,,,,,,,,,,
NT,51.0,1.0,2022-07-16,,,,,,,,,,,
QLD,893.0,14.0,2022-07-16,,,,,,,,,,,
SA,258.0,8.0,2022-07-16,,,,,,,,,,,
TAS,127.0,6.0,2022-07-16,,,,,,,,,,,
VIC,714.0,35.0,2022-07-16,,,,,,,,,,,
WA,317.0,16.0,2022-07-16,,,,,,,,,,,
Australia,4458.0,144.0,2022-07-17,,,,,,,,,,,
ACT,131.0,4.0,2022-07-17,,,,,,,,,,,
NSW,1967.0,60.0,2022-07-17,,,,,,,,,,,
NT,51.0,1.0,2022-07-17,,,,,,,,,,,
QLD,893.0,14.0,2022-07-17,,,,,,,,,,,
SA,258.0,8.0,2022-07-17,,,,,,,,,,,
TAS,127.0,6.0,2022-07-17,,,,,,,,,,,
VIC,714.0,35.0,2022-07-17,,,,,,,,,,,
WA,317.0,16.0,2022-07-17,,,,,,,,,,,
Australia,4846.0,155.0,2022-07-18,,,,,,,,,,,
ACT,166.0,5.0,2022-07-18,,,,,,,,,,,
NSW,2105.0,64.0,2022-07-18,,,,,,,,,,,
NT,42.0,1.0,2022-07-18,,,,,,,,,,,
QLD,896.0,18.0,2022-07-18,,,,,,,,,,,
SA,295.0,11.0,2022-07-18,,,,,,,,,,,
TAS,164.0,2.0,2022-07-18,,,,,,,,,,,
VIC,786.0,35.0,2022-07-18,,,,,,,,,,,
WA,392.0,19.0,2022-07-18,,,,,,,,,,,
Australia,5081.0,158.0,2022-07-19,,,,,,,,,,,
ACT,164.0,6.0,2022-07-19,,,,,,,,,,,
NSW,2145.0,60.0,2022-07-19,,,,,,,,,,,
NT,62.0,1.0,2022-07-19,,,,,,,,,,,
QLD,959.0,24.0,2022-07-19,,,,,,,,,,,
SA,271.0,11.0,2022-07-19,,,,,,,,,,,
TAS,182.0,2.0,2022-07-19,,,,,,,,,,,
VIC,863.0,34.0,2022-07-19,,,,,,,,,,,
WA,435.0,20.0,2022-07-19,,,,,,,,,,,
Australia,5188.0,169.0,2022-07-20,,,,,,,,,,,
ACT,156.0,4.0,2022-07-20,,,,,,,,,,,
NSW,2173.0,63.0,2022-07-20,,,,,,,,,,,
NT,67.0,1.0,2022-07-20,,,,,,,,,,,
QLD,1013.0,21.0,2022-07-20,,,,,,,,,,,
SA,312.0,11.0,2022-07-20,,,,,,,,,,,
TAS,171.0,2.0,2022-07-20,,,,,,,,,,,
VIC,861.0,45.0,2022-07-20,,,,,,,,,,,
WA,435.0,22.0,2022-07-20,,,,,,,,,,,
Australia,5198.0,162.0,2022-07-21,,,,,,,,,,,
ACT,162.0,3.0,2022-07-21,,,,,,,,,,,
NSW,2155.0,55.0,2022-07-21,,,,,,,,,,,
NT,69.0,1.0,2022-07-21,,,,,,,,,,,
QLD,1013.0,21.0,2022-07-21,,,,,,,,,,,
SA,342.0,12.0,2022-07-21,,,,,,,,,,,
TAS,191.0,2.0,2022-07-21,,,,,,,,,,,
VIC,829.0,46.0,2022-07-21,,,,,,,,,,,
WA,437.0,22.0,2022-07-21,,,,,,,,,,,
Australia,5148.0,159.0,2022-07-22,,,,,,,,,,,
ACT,148.0,4.0,2022-07-22,,,,,,,,,,,
NSW,2147.0,55.0,2022-07-22,,,,,,,,,,,
NT,78.0,3.0,2022-07-22,,,,,,,,,,,
QLD,1024.0,26.0,2022-07-22,,,,,,,,,,,
SA,346.0,12.0,2022-07-22,,,,,,,,,,,
TAS,170.0,2.0,2022-07-22,,,,,,,,,,,
VIC,807.0,33.0,2022-07-22,,,,,,,,,,,
WA,428.0,24.0,2022-07-22,,,,,,,,,,,
Australia,5148.0,159.0,2022-07-23,,,,,,,,,,,
ACT,148.0,4.0,2022-07-23,,,,,,,,,,,
NSW,2147.0,55.0,2022-07-23,,,,,,,,,,,
NT,78.0,3.0,2022-07-23,,,,,,,,,,,
QLD,1024.0,26.0,2022-07-23,,,,,,,,,,,
SA,346.0,12.0,2022-07-23,,,,,,,,,,,
TAS,170.0,2.0,2022-07-23,,,,,,,,,,,
VIC,807.0,33.0,2022-07-23,,,,,,,,,,,
WA,428.0,24.0,2022-07-23,,,,,,,,,,,
Australia,5148.0,159.0,2022-07-24,,,,,,,,,,,
ACT,148.0,4.0,2022-07-24,,,,,,,,,,,
NSW,2147.0,55.0,2022-07-24,,,,,,,,,,,
NT,78.0,3.0,2022-07-24,,,,,,,,,,,
QLD,1024.0,26.0,2022-07-24,,,,,,,,,,,
SA,346.0,12.0,2022-07-24,,,,,,,,,,,
TAS,170.0,2.0,2022-07-24,,,,,,,,,,,
VIC,807.0,33.0,2022-07-24,,,,,,,,,,,
WA,428.0,24.0,2022-07-24,,,,,,,,,,,
Australia,5273.0,160.0,2022-07-25,,,,,,,,,,,
ACT,161.0,1.0,2022-07-25,,,,,,,,,,,
NSW,2271.0,58.0,2022-07-25,,,,,,,,,,,
NT,63.0,1.0,2022-07-25,,,,,,,,,,,
QLD,996.0,28.0,2022-07-25,,,,,,,,,,,
SA,373.0,11.0,2022-07-25,,,,,,,,,,,
TAS,181.0,2.0,2022-07-25,,,,,,,,,,,
VIC,820.0,35.0,2022-07-25,,,,,,,,,,,
WA,408.0,24.0,2022-07-25,,,,,,,,,,,
Australia,5406.0,165.0,2022-07-26,,,,,,,,,,,
ACT,150.0,1.0,2022-07-26,,,,,,,,,,,
NSW,2278.0,66.0,2022-07-26,,,,,,,,,,,
NT,70.0,1.0,2022-07-26,,,,,,,,,,,
QLD,1092.0,31.0,2022-07-26,,,,,,,,,,,
SA,372.0,7.0,2022-07-26,,,,,,,,,,,
TAS,174.0,3.0,2022-07-26,,,,,,,,,,,
VIC,830.0,39.0,2022-07-26,,,,,,,,,,,
WA,440.0,17.0,2022-07-26,,,,,,,,,,,
Australia,5219.0,145.0,2022-07-27,,,,,,,,,,,
ACT,140.0,1.0,2022-07-27,,,,,,,,,,,
NSW,2219.0,56.0,2022-07-27,,,,,,,,,,,
NT,75.0,1.0,2022-07-27,,,,,,,,,,,
QLD,997.0,26.0,2022-07-27,,,,,,,,,,,
SA,357.0,8.0,2022-07-27,,,,,,,,,,,
TAS,167.0,3.0,2022-07-27,,,,,,,,,,,
VIC,839.0,33.0,2022-07-27,,,,,,,,,,,
WA,425.0,17.0,2022-07-27,,,,,,,,,,,
Australia,5082.0,163.0,2022-07-28,,,,,,,,,,,
ACT,147.0,2.0,2022-07-28,,,,,,,,,,,
NSW,2217.0,65.0,2022-07-28,,,,,,,,,,,
NT,74.0,0.0,2022-07-28,,,,,,,,,,,
QLD,923.0,32.0,2022-07-28,,,,,,,,,,,
SA,328.0,11.0,2022-07-28,,,,,,,,,,,
TAS,172.0,4.0,2022-07-28,,,,,,,,,,,
VIC,819.0,33.0,2022-07-28,,,,,,,,,,,
WA,402.0,16.0,2022-07-28,,,,,,,,,,,
Australia,4943.0,161.0,2022-07-29,,,,,,,,,,,
ACT,146.0,1.0,2022-07-29,,,,,,,,,,,
NSW,2190.0,67.0,2022-07-29,,,,,,,,,,,
NT,58.0,0.0,2022-07-29,,,,,,,,,,,
QLD,876.0,30.0,2022-07-29,,,,,,,,,,,
SA,330.0,11.0,2022-07-29,,,,,,,,,,,
TAS,155.0,3.0,2022-07-29,,,,,,,,,,,
VIC,781.0,32.0,2022-07-29,,,,,,,,,,,
WA,407.0,17.0,2022-07-29,,,,,,,,,,,
Australia,4943.0,161.0,2022-07-30,,,,,,,,,,,
ACT,146.0,1.0,2022-07-30,,,,,,,,,,,
NSW,2190.0,67.0,2022-07-30,,,,,,,,,,,
NT,58.0,0.0,2022-07-30,,,,,,,,,,,
QLD,876.0,30.0,2022-07-30,,,,,,,,,,,
SA,330.0,11.0,2022-07-30,,,,,,,,,,,
TAS,155.0,3.0,2022-07-30,,,,,,,,,,,
VIC,781.0,32.0,2022-07-30,,,,,,,,,,,
WA,407.0,17.0,2022-07-30,,,,,,,,,,,
Australia,4943.0,161.0,2022-07-31,,,,,,,,,,,
ACT,146.0,1.0,2022-07-31,,,,,,,,,,,
NSW,2190.0,67.0,2022-07-31,,,,,,,,,,,
NT,58.0,0.0,2022-07-31,,,,,,,,,,,
QLD,876.0,30.0,2022-07-31,,,,,,,,,,,
SA,330.0,11.0,2022-07-31,,,,,,,,,,,
TAS,155.0,3.0,2022-07-31,,,,,,,,,,,
VIC,781.0,32.0,2022-07-31,,,,,,,,,,,
WA,407.0,17.0,2022-07-31,,,,,,,,,,,
Australia,4821.0,178.0,2022-08-01,,,,,,,,,,,
ACT,163.0,2.0,2022-08-01,,,,,,,,,,,
NSW,2254.0,69.0,2022-08-01,,,,,,,,,,,
NT,56.0,0.0,2022-08-01,,,,,,,,,,,
QLD,758.0,24.0,2022-08-01,,,,,,,,,,,
SA,338.0,12.0,2022-08-01,,,,,,,,,,,
TAS,131.0,8.0,2022-08-01,,,,,,,,,,,
VIC,723.0,50.0,2022-08-01,,,,,,,,,,,
WA,398.0,13.0,2022-08-01,,,,,,,,,,,
Australia,4818.0,184.0,2022-08-02,,,,,,,,,,,
ACT,155.0,3.0,2022-08-02,,,,,,,,,,,
NSW,2213.0,76.0,2022-08-02,,,,,,,,,,,
NT,52.0,1.0,2022-08-02,,,,,,,,,,,
QLD,787.0,28.0,2022-08-02,,,,,,,,,,,
SA,343.0,9.0,2022-08-02,,,,,,,,,,,
TAS,120.0,9.0,2022-08-02,,,,,,,,,,,
VIC,758.0,44.0,2022-08-02,,,,,,,,,,,
WA,390.0,14.0,2022-08-02,,,,,,,,,,,
Australia,4699.0,162.0,2022-08-03,,,,,,,,,,,
ACT,141.0,2.0,2022-08-03,,,,,,,,,,,
NSW,2221.0,67.0,2022-08-03,,,,,,,,,,,
NT,56.0,1.0,2022-08-03,,,,,,,,,,,
QLD,766.0,22.0,2022-08-03,,,,,,,,,,,
SA,326.0,11.0,2022-08-03,,,,,,,,,,,
TAS,94.0,7.0,2022-08-03,,,,,,,,,,,
VIC,703.0,40.0,2022-08-03,,,,,,,,,,,
WA,392.0,12.0,2022-08-03,,,,,,,,,,,
Australia,4541.0,161.0,2022-08-04,,,,,,,,,,,
ACT,143.0,4.0,2022-08-04,,,,,,,,,,,
NSW,2153.0,60.0,2022-08-04,,,,,,,,,,,
NT,55.0,1.0,2022-08-04,,,,,,,,,,,
QLD,720.0,25.0,2022-08-04,,,,,,,,,,,
SA,344.0,12.0,2022-08-04,,,,,,,,,,,
TAS,90.0,5.0,2022-08-04,,,,,,,,,,,
VIC,686.0,37.0,2022-08-04,,,,,,,,,,,
WA,350.0,17.0,2022-08-04,,,,,,,,,,,
Australia,4458.0,155.0,2022-08-05,,,,,,,,,,,
ACT,139.0,2.0,2022-08-05,,,,,,,,,,,
NSW,2161.0,63.0,2022-08-05,,,,,,,,,,,
NT,53.0,1.0,2022-08-05,,,,,,,,,,,
QLD,713.0,23.0,2022-08-05,,,,,,,,,,,
SA,305.0,11.0,2022-08-05,,,,,,,,,,,
TAS,90.0,2.0,2022-08-05,,,,,,,,,,,
VIC,660.0,39.0,2022-08-05,,,,,,,,,,,
WA,337.0,14.0,2022-08-05,,,,,,,,,,,
Australia,4458.0,155.0,2022-08-06,,,,,,,,,,,
ACT,139.0,2.0,2022-08-06,,,,,,,,,,,
NSW,2161.0,63.0,2022-08-06,,,,,,,,,,,
NT,53.0,1.0,2022-08-06,,,,,,,,,,,
QLD,713.0,23.0,2022-08-06,,,,,,,,,,,
SA,305.0,11.0,2022-08-06,,,,,,,,,,,
TAS,90.0,2.0,2022-08-06,,,,,,,,,,,
VIC,660.0,39.0,2022-08-06,,,,,,,,,,,
WA,337.0,14.0,2022-08-06,,,,,,,,,,,
Australia,4458.0,155.0,2022-08-07,,,,,,,,,,,
ACT,139.0,2.0,2022-08-07,,,,,,,,,,,
NSW,2161.0,63.0,2022-08-07,,,,,,,,,,,
NT,53.0,1.0,2022-08-07,,,,,,,,,,,
QLD,713.0,23.0,2022-08-07,,,,,,,,,,,
SA,305.0,11.0,2022-08-07,,,,,,,,,,,
TAS,90.0,2.0,2022-08-07,,,,,,,,,,,
