Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date,Locally acquired last 24 hours,Under investigation last 24 hours,Active Cases^,Under investigation last 24 hours*,Average daily cases as at 20 Sep 2022,Change in average cases compared to previous week (%),Average daily cases as at 27 Sep 2022,Average daily cases as at 04 Oct 2022,Average daily cases as at 11 Oct 2022,Average daily cases as at 18 Oct 2022,Average daily cases as at 25 Oct 2022,Average daily cases as at 01 Nov 2022,Average daily cases as at 08 Nov 2022,Average daily cases as at 15 Nov 2022,Average daily cases as at 22 Nov 2022,Average daily cases as at 29 Nov 2022,Average daily cases as at 06 Dec 2022,Average daily cases as at 13 Dec 2022,Average daily cases as at 20 Dec 2022,Average daily cases as at 03 Jan 2023,Average daily cases as at 10 Jan 2023,Average daily cases as at 17 Jan 2023,Average daily cases as at 24 Jan 2023
SA,16798.0,2293.0,7.0,42.0,12815.0,38.0,255.0,2022-06-13,,,,,,,,,,,,,,,,,,,,,,,
TAS,3834.0,437.0,2.0,236.0,1723.0,10.0,1515.0,2022-06-13,,,,,,,,,,,,,,,,,,,,,,,
VIC,49174.0,0.0,0.0,8025.0,0.0,0.0,43185.0,2022-06-13,,,,,,,,,,,,,,,,,,,,,,,
WA,39199.0,5371.0,38.0,1765.0,21200.0,187.0,7164.0,2022-06-13,,,,,,,,,,,,,,,,,,,,,,,
Australia,142564.0,14.0,0.0,15404.0,28928.0,197.0,84219.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
ACT,0.0,0.0,0.0,0.0,2420.0,0.0,0.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
NSW,79888.0,0.0,0.0,5157.0,2.0,0.0,28732.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
NT,0.0,0.0,0.0,0.0,642.0,11.0,61.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
QLD,23256.0,14.0,0.0,4176.0,40.0,0.0,16054.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
SA,0.0,0.0,0.0,0.0,7951.0,24.0,163.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
TAS,0.0,0.0,0.0,0.0,858.0,6.0,1098.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
VIC,39420.0,0.0,0.0,6071.0,0.0,0.0,32518.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
WA,0.0,0.0,0.0,0.0,17015.0,156.0,5593.0,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,
Australia,204357.0,8896.0,70.0,22179.0,36119.0,281.0,84241.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
ACT,4418.0,983.0,0.0,0.0,3215.0,0.0,0.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
NSW,79838.0,1.0,0.0,7259.0,3.0,0.0,28166.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
NT,1256.0,221.0,3.0,23.0,788.0,10.0,83.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
QLD,22624.0,17.0,0.0,4167.0,50.0,0.0,15971.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
SA,15825.0,2595.0,10.0,59.0,9972.0,48.0,216.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
TAS,3846.0,589.0,4.0,265.0,1897.0,12.0,902.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
VIC,39948.0,0.0,0.0,8687.0,0.0,0.0,31686.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
WA,36602.0,4490.0,53.0,1719.0,20194.0,211.0,7217.0,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,
Australia,205466.0,8707.0,104.0,24010.0,34964.0,310.0,84906.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
ACT,4604.0,1015.0,0.0,0.0,3455.0,0.0,0.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
NSW,81646.0,2.0,0.0,9115.0,4.0,0.0,29081.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
NT,1254.0,228.0,5.0,30.0,789.0,10.0,96.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
QLD,22674.0,35.0,0.0,4399.0,71.0,0.0,16523.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
SA,15960.0,2911.0,17.0,55.0,10158.0,51.0,209.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
TAS,4024.0,1.0,0.0,870.0,1478.0,8.0,1575.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
VIC,39853.0,0.0,0.0,7889.0,0.0,0.0,30672.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
WA,35451.0,4515.0,82.0,1652.0,19009.0,241.0,6750.0,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,
Australia,208173.0,7717.0,88.0,22497.0,33567.0,350.0,85974.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
ACT,4874.0,962.0,0.0,0.0,3593.0,0.0,0.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
NSW,83352.0,1.0,0.0,8354.0,4.0,0.0,29885.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
NT,1354.0,232.0,5.0,40.0,838.0,14.0,106.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
QLD,23109.0,29.0,0.0,4153.0,95.0,0.0,16895.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
SA,16345.0,2746.0,9.0,52.0,10611.0,53.0,219.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
TAS,4236.0,0.0,0.0,800.0,1041.0,6.0,2139.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
VIC,40700.0,0.0,0.0,7608.0,0.0,0.0,30255.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
WA,34203.0,3747.0,74.0,1490.0,17385.0,277.0,6475.0,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,
Australia,208173.0,7717.0,88.0,22497.0,33567.0,350.0,85974.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
ACT,4874.0,962.0,0.0,0.0,3593.0,0.0,0.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
NSW,83352.0,1.0,0.0,8354.0,4.0,0.0,29885.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
NT,1354.0,232.0,5.0,40.0,838.0,14.0,106.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
QLD,23109.0,29.0,0.0,4153.0,95.0,0.0,16895.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
SA,16345.0,2746.0,9.0,52.0,10611.0,53.0,219.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
TAS,4236.0,0.0,0.0,800.0,1041.0,6.0,2139.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
VIC,40700.0,0.0,0.0,7608.0,0.0,0.0,30255.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
WA,34203.0,3747.0,74.0,1490.0,17385.0,277.0,6475.0,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,
Australia,208173.0,7717.0,88.0,22497.0,33567.0,350.0,85974.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
ACT,4874.0,962.0,0.0,0.0,3593.0,0.0,0.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
NSW,83352.0,1.0,0.0,8354.0,4.0,0.0,29885.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
NT,1354.0,232.0,5.0,40.0,838.0,14.0,106.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
QLD,23109.0,29.0,0.0,4153.0,95.0,0.0,16895.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
SA,16345.0,2746.0,9.0,52.0,10611.0,53.0,219.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
TAS,4236.0,0.0,0.0,800.0,1041.0,6.0,2139.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
VIC,40700.0,0.0,0.0,7608.0,0.0,0.0,30255.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
WA,34203.0,3747.0,74.0,1490.0,17385.0,277.0,6475.0,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,
Australia,211622.0,6725.0,74.0,15727.0,40292.0,424.0,101701.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
ACT,5512.0,837.0,0.0,0.0,4430.0,0.0,0.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
NSW,86323.0,0.0,0.0,6076.0,4.0,0.0,35961.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
NT,1458.0,152.0,2.0,11.0,990.0,16.0,117.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
QLD,25436.0,0.0,0.0,3055.0,95.0,0.0,19950.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
SA,16473.0,2096.0,15.0,30.0,12707.0,68.0,249.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
TAS,4494.0,326.0,1.0,167.0,1367.0,7.0,2306.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
VIC,41199.0,0.0,0.0,5661.0,0.0,0.0,35916.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
WA,30727.0,3314.0,56.0,727.0,20699.0,333.0,7202.0,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,
Australia,212701.0,7877.0,97.0,21391.0,39922.0,433.0,105804.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
ACT,5525.0,869.0,0.0,0.0,4666.0,0.0,0.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
NSW,86457.0,2.0,0.0,7803.0,6.0,0.0,38607.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
NT,1512.0,206.0,4.0,22.0,1039.0,19.0,126.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
QLD,26907.0,21.0,0.0,4776.0,102.0,0.0,20550.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
SA,16162.0,2208.0,14.0,48.0,12556.0,65.0,244.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
TAS,4765.0,682.0,10.0,308.0,1598.0,15.0,2410.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
VIC,42096.0,0.0,0.0,7507.0,0.0,0.0,37352.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
WA,29277.0,3889.0,69.0,927.0,19955.0,334.0,6515.0,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,
Australia,213093.0,9202.0,109.0,23671.0,40228.0,472.0,107296.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
ACT,5532.0,1085.0,0.0,0.0,4768.0,0.0,0.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
NSW,88746.0,6.0,0.0,9466.0,11.0,0.0,40814.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
NT,1489.0,216.0,4.0,26.0,1034.0,20.0,129.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
QLD,26124.0,25.0,0.0,4777.0,110.0,0.0,21160.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
SA,15718.0,2619.0,21.0,46.0,12580.0,76.0,231.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
TAS,5024.0,763.0,6.0,383.0,1772.0,17.0,2528.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
VIC,41690.0,0.0,0.0,7769.0,0.0,0.0,36434.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
WA,28770.0,4488.0,78.0,1204.0,19953.0,359.0,6000.0,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,
Australia,215963.0,9006.0,93.0,23087.0,40527.0,461.0,106373.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
ACT,5684.0,1134.0,0.0,0.0,4887.0,0.0,0.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
NSW,91180.0,3.0,0.0,9200.0,12.0,0.0,40899.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
NT,1477.0,238.0,0.0,20.0,1044.0,15.0,119.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
QLD,26689.0,26.0,0.0,4944.0,101.0,0.0,21705.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
SA,15561.0,2694.0,13.0,55.0,12363.0,72.0,231.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
TAS,5266.0,719.0,8.0,320.0,2490.0,25.0,1978.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
VIC,41503.0,0.0,0.0,7461.0,0.0,0.0,36006.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
WA,28603.0,4192.0,72.0,1087.0,19630.0,349.0,5435.0,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,
Australia,220089.0,6975.0,98.0,23676.0,39785.0,471.0,107552.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
ACT,5765.0,0.0,0.0,1038.0,3925.0,0.0,1038.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
NSW,94037.0,0.0,0.0,9136.0,11.0,0.0,41681.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
NT,1485.0,230.0,5.0,21.0,1042.0,15.0,100.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
QLD,27214.0,22.0,0.0,4498.0,94.0,0.0,22050.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
SA,15659.0,2261.0,17.0,33.0,11878.0,80.0,212.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
TAS,5444.0,672.0,5.0,339.0,3162.0,30.0,1517.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
VIC,42037.0,0.0,0.0,7723.0,0.0,0.0,36121.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
WA,28448.0,3790.0,71.0,888.0,19673.0,346.0,4833.0,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,
Australia,220089.0,6975.0,98.0,23676.0,39785.0,471.0,107552.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
ACT,5765.0,0.0,0.0,1038.0,3925.0,0.0,1038.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
NSW,94037.0,0.0,0.0,9136.0,11.0,0.0,41681.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
NT,1485.0,230.0,5.0,21.0,1042.0,15.0,100.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
QLD,27214.0,22.0,0.0,4498.0,94.0,0.0,22050.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
SA,15659.0,2261.0,17.0,33.0,11878.0,80.0,212.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
TAS,5444.0,672.0,5.0,339.0,3162.0,30.0,1517.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
VIC,42037.0,0.0,0.0,7723.0,0.0,0.0,36121.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
WA,28448.0,3790.0,71.0,888.0,19673.0,346.0,4833.0,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,
Australia,220089.0,6975.0,98.0,23676.0,39785.0,471.0,107552.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
ACT,5765.0,0.0,0.0,1038.0,3925.0,0.0,1038.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
NSW,94037.0,0.0,0.0,9136.0,11.0,0.0,41681.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
NT,1485.0,230.0,5.0,21.0,1042.0,15.0,100.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
QLD,27214.0,22.0,0.0,4498.0,94.0,0.0,22050.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
SA,15659.0,2261.0,17.0,33.0,11878.0,80.0,212.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
TAS,5444.0,672.0,5.0,339.0,3162.0,30.0,1517.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
VIC,42037.0,0.0,0.0,7723.0,0.0,0.0,36121.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
WA,28448.0,3790.0,71.0,888.0,19673.0,346.0,4833.0,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,
Australia,226653.0,6538.0,79.0,17463.0,46573.0,574.0,132964.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
ACT,6141.0,927.0,0.0,0.0,4015.0,0.0,2076.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
NSW,100257.0,1.0,0.0,6861.0,12.0,0.0,51602.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
NT,1565.0,192.0,3.0,14.0,1312.0,21.0,124.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
QLD,26689.0,0.0,0.0,3410.0,116.0,0.0,26903.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
SA,15878.0,2074.0,16.0,47.0,14117.0,98.0,262.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
TAS,5853.0,566.0,3.0,227.0,4074.0,37.0,1916.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
VIC,43103.0,0.0,0.0,6305.0,0.0,0.0,44488.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
WA,27167.0,2778.0,57.0,599.0,22927.0,418.0,5593.0,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,
Australia,231455.0,8664.0,126.0,22976.0,47360.0,603.0,134549.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
ACT,6230.0,1159.0,0.0,0.0,4305.0,0.0,2076.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
NSW,102127.0,5.0,0.0,8618.0,15.0,0.0,52417.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
NT,1616.0,281.0,3.0,17.0,1387.0,20.0,119.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
QLD,29776.0,22.0,0.0,5246.0,117.0,0.0,27373.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
SA,15893.0,2552.0,18.0,56.0,14461.0,102.0,270.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
TAS,6060.0,829.0,10.0,382.0,4221.0,37.0,1990.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
VIC,43174.0,0.0,0.0,7758.0,0.0,0.0,44739.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
WA,26579.0,3816.0,95.0,899.0,22854.0,444.0,5565.0,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,
Australia,237727.0,9887.0,129.0,28927.0,48050.0,623.0,146396.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
ACT,6543.0,1458.0,0.0,0.0,4678.0,0.0,2076.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
NSW,104191.0,1.0,0.0,11066.0,15.0,0.0,60608.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
NT,1692.0,286.0,4.0,41.0,1457.0,20.0,134.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
QLD,29878.0,2.0,0.0,5366.0,94.0,0.0,27962.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
SA,16127.0,2758.0,29.0,60.0,14600.0,110.0,284.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
TAS,6154.0,820.0,5.0,349.0,4278.0,36.0,1956.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
VIC,46010.0,0.0,0.0,10777.0,0.0,0.0,47747.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
WA,27132.0,4562.0,91.0,1268.0,22928.0,457.0,5629.0,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,
Australia,243760.0,10033.0,108.0,28119.0,49077.0,638.0,151428.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
ACT,6730.0,1250.0,0.0,0.0,4794.0,0.0,2076.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
NSW,107467.0,1.0,0.0,11503.0,13.0,0.0,62911.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
NT,1785.0,321.0,5.0,24.0,1540.0,25.0,138.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
QLD,30247.0,5.0,0.0,5284.0,73.0,0.0,28302.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
SA,16579.0,3055.0,21.0,53.0,14961.0,118.0,282.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
TAS,7413.0,911.0,8.0,345.0,4470.0,36.0,1981.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
VIC,46113.0,0.0,0.0,9926.0,0.0,0.0,50212.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
WA,27426.0,4490.0,74.0,984.0,23226.0,459.0,5526.0,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,
Australia,247125.0,8242.0,83.0,26606.0,50344.0,623.0,154358.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
ACT,6876.0,1169.0,0.0,0.0,5963.0,0.0,1038.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
NSW,110400.0,0.0,0.0,10930.0,13.0,0.0,64705.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
NT,1858.0,280.0,2.0,24.0,1590.0,22.0,141.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
QLD,30759.0,27.0,0.0,5290.0,78.0,0.0,29094.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
SA,16909.0,2707.0,17.0,57.0,15407.0,118.0,306.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
TAS,6706.0,1.0,0.0,1298.0,3799.0,31.0,2940.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
VIC,45455.0,0.0,0.0,8057.0,0.0,0.0,50546.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
WA,28162.0,4058.0,64.0,950.0,23494.0,452.0,5588.0,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,
Australia,247125.0,8242.0,83.0,26606.0,50344.0,623.0,154358.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
ACT,6876.0,1169.0,0.0,0.0,5963.0,0.0,1038.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
NSW,110400.0,0.0,0.0,10930.0,13.0,0.0,64705.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
NT,1858.0,280.0,2.0,24.0,1590.0,22.0,141.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
QLD,30759.0,27.0,0.0,5290.0,78.0,0.0,29094.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
SA,16909.0,2707.0,17.0,57.0,15407.0,118.0,306.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
TAS,6706.0,1.0,0.0,1298.0,3799.0,31.0,2940.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
VIC,45455.0,0.0,0.0,8057.0,0.0,0.0,50546.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
WA,28162.0,4058.0,64.0,950.0,23494.0,452.0,5588.0,2022-07-02,,,,,,,,,,,,,,,,,,,,,,,
Australia,247125.0,8242.0,83.0,26606.0,50344.0,623.0,154358.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
ACT,6876.0,1169.0,0.0,0.0,5963.0,0.0,1038.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
NSW,110400.0,0.0,0.0,10930.0,13.0,0.0,64705.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
NT,1858.0,280.0,2.0,24.0,1590.0,22.0,141.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
QLD,30759.0,27.0,0.0,5290.0,78.0,0.0,29094.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
SA,16909.0,2707.0,17.0,57.0,15407.0,118.0,306.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
TAS,6706.0,1.0,0.0,1298.0,3799.0,31.0,2940.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
VIC,45455.0,0.0,0.0,8057.0,0.0,0.0,50546.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
WA,28162.0,4058.0,64.0,950.0,23494.0,452.0,5588.0,2022-07-03,,,,,,,,,,,,,,,,,,,,,,,
Australia,265699.0,8068.0,101.0,21511.0,44897.0,547.0,148085.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
ACT,7488.0,1134.0,0.0,0.0,6170.0,0.0,0.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
NSW,119073.0,0.0,0.0,8958.0,10.0,0.0,71021.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
NT,1942.0,232.0,4.0,12.0,1400.0,18.0,118.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
QLD,32840.0,0.0,0.0,4056.0,56.0,0.0,25242.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
SA,18337.0,2495.0,15.0,49.0,13567.0,100.0,275.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
TAS,7281.0,777.0,11.0,308.0,3338.0,34.0,2682.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
VIC,48481.0,0.0,0.0,7317.0,0.0,0.0,43835.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
WA,30257.0,3430.0,71.0,811.0,20356.0,395.0,4912.0,2022-07-04,,,,,,,,,,,,,,,,,,,,,,,
Australia,268697.0,8692.0,106.0,27647.0,44925.0,527.0,152756.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
ACT,7245.0,1199.0,0.0,0.0,6210.0,0.0,0.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
NSW,119866.0,1.0,0.0,10503.0,6.0,0.0,72906.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
NT,1967.0,307.0,5.0,26.0,1426.0,20.0,127.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
QLD,34054.0,33.0,0.0,5668.0,67.0,0.0,25664.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
SA,18745.0,3047.0,16.0,78.0,14062.0,98.0,297.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
TAS,7742.0,0.0,0.0,1588.0,2509.0,24.0,3888.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
VIC,49253.0,0.0,0.0,8740.0,0.0,0.0,44817.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
WA,29825.0,4105.0,85.0,1044.0,20645.0,385.0,5057.0,2022-07-05,,,,,,,,,,,,,,,,,,,,,,,
Australia,282003.0,11949.0,104.0,31542.0,46987.0,502.0,155371.0,2022-07-06,,,,,,,,,,,,,,,,,,,,,,,
ACT,7354.0,1477.0,0.0,0.0,6229.0,0.0,0.0,2022-07-06,,,,,,,,,,,,,,,,,,,,,,,
NSW,124706.0,0.0,0.0,13775.0,5.0,0.0,75615.0,2022-07-06,,,,,,,,,,,,,,,,,,,,,,,
NT,1984.0,300.0,3.0,40.0,1440.0,19.0,126.0,2022-07-06,,,,,,,,,,,,,,,,,,,,,,,
QLD,39194.0,26.0,0.0,5853.0,91.0,0.0,26151.0,2022-07-06,,,,,,,,,,,,,,,,,,,,,,,
SA,19769.0,3993.0,19.0,60.0,15297.0,88.0,297.0,2022-07-06,,,,,,,,,,,,,,,,,,,,,,,
