Jurisdiction,Overseas,Locally acquired - contact of confirmed case,Locally acquired - unknown contact*,Locally acquired - interstate travel,Under investigation*,Total cases,Total deaths,Date,Locally acquired - unknown contact,Under investigation,"Population with at least one doses, 5+ years (%)","Population with two doses, 5+ years (%)","Eligible population with third dose, 16+ years (%)","Eligible population with fourth dose, 30+ years (%)"
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-07,,,,,,
NSW,3679.0,35999.0,37019.0,120.0,0.0,76817.0,591.0,2021-11-07,,,,,,
NT,205.0,12.0,2.0,10.0,0.0,229.0,0.0,2021-11-07,,,,,,
ACT,97.0,1448.0,265.0,43.0,0.0,1853.0,14.0,2021-11-07,,,,,,
SA,690.0,179.0,9.0,40.0,0.0,918.0,4.0,2021-11-07,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-07,,,,,,
QLD,1531.0,482.0,47.0,38.0,0.0,2098.0,7.0,2021-11-07,,,,,,
Australia,8518.0,95383.0,41194.0,267.0,36216.0,181578.0,1827.0,2021-11-08,,,,,,
NSW,3680.0,36517.0,36671.0,120.0,0.0,76988.0,598.0,2021-11-08,,,,,,
NT,205.0,12.0,2.0,10.0,0.0,229.0,0.0,2021-11-08,,,,,,
QLD,1531.0,482.0,47.0,38.0,0.0,2098.0,7.0,2021-11-08,,,,,,
SA,690.0,179.0,9.0,40.0,0.0,918.0,4.0,2021-11-08,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-08,,,,,,
VIC,1234.0,56499.0,4181.0,0.0,36216.0,98130.0,1182.0,2021-11-08,,,,,,
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-08,,,,,,
ACT,97.0,1460.0,265.0,44.0,0.0,1866.0,14.0,2021-11-08,,,,,,
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-09,,,,,,
VIC,1234.0,57056.0,4205.0,0.0,36688.0,99183.0,1192.0,2021-11-09,,,,,,
Australia,8522.0,96560.0,40829.0,271.0,36688.0,182870.0,1841.0,2021-11-09,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-09,,,,,,
SA,690.0,179.0,9.0,40.0,0.0,918.0,4.0,2021-11-09,,,,,,
QLD,1532.0,482.0,47.0,38.0,0.0,2099.0,7.0,2021-11-09,,,,,,
NT,205.0,14.0,0.0,11.0,0.0,230.0,0.0,2021-11-09,,,,,,
NSW,3682.0,37119.0,36285.0,121.0,0.0,77207.0,602.0,2021-11-09,,,,,,
ACT,98.0,1476.0,264.0,46.0,0.0,1884.0,14.0,2021-11-09,,,,,,
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-10,,,,,,
VIC,1234.0,57516.0,4234.0,0.0,37178.0,100162.0,1206.0,2021-11-10,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-10,,,,,,
SA,690.0,179.0,9.0,40.0,0.0,918.0,4.0,2021-11-10,,,,,,
NT,205.0,14.0,0.0,12.0,0.0,231.0,0.0,2021-11-10,,,,,,
NSW,3685.0,37692.0,35918.0,122.0,0.0,77417.0,605.0,2021-11-10,,,,,,
ACT,98.0,1483.0,265.0,47.0,0.0,1893.0,14.0,2021-11-10,,,,,,
Australia,8525.0,97601.0,40493.0,275.0,37178.0,184072.0,1858.0,2021-11-10,,,,,,
QLD,1532.0,483.0,48.0,39.0,0.0,2102.0,7.0,2021-11-10,,,,,,
VIC,1234.0,57573.0,4283.0,0.0,38361.0,101451.0,1209.0,2021-11-11,,,,,,
ACT,98.0,1501.0,253.0,50.0,0.0,1902.0,14.0,2021-11-11,,,,,,
Australia,8529.0,98165.0,40293.0,279.0,38361.0,185627.0,1862.0,2021-11-11,,,,,,
QLD,1533.0,484.0,49.0,39.0,0.0,2105.0,7.0,2021-11-11,,,,,,
SA,690.0,179.0,9.0,40.0,0.0,918.0,4.0,2021-11-11,,,,,,
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-11,,,,,,
NT,205.0,14.0,0.0,12.0,0.0,231.0,0.0,2021-11-11,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-11,,,,,,
NSW,3688.0,38180.0,35680.0,123.0,0.0,77671.0,606.0,2021-11-11,,,,,,
NSW,3688.0,38815.0,35324.0,124.0,0.0,77951.0,608.0,2021-11-12,,,,,,
NT,205.0,14.0,0.0,12.0,0.0,231.0,0.0,2021-11-12,,,,,,
Australia,8532.0,99817.0,39976.0,281.0,38422.0,187028.0,1873.0,2021-11-12,,,,,,
QLD,1535.0,486.0,49.0,39.0,0.0,2109.0,7.0,2021-11-12,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-12,,,,,,
ACT,98.0,1510.0,258.0,51.0,0.0,1917.0,14.0,2021-11-12,,,,,,
SA,691.0,179.0,9.0,40.0,0.0,919.0,4.0,2021-11-12,,,,,,
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-12,,,,,,
VIC,1234.0,58579.0,4317.0,0.0,38422.0,102552.0,1218.0,2021-11-12,,,,,,
VIC,1234.0,59073.0,4334.0,0.0,39119.0,103760.0,1222.0,2021-11-13,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-13,,,,,,
SA,692.0,179.0,9.0,40.0,0.0,920.0,4.0,2021-11-13,,,,,,
NT,205.0,14.0,0.0,12.0,0.0,231.0,0.0,2021-11-13,,,,,,
NSW,3693.0,39493.0,34889.0,125.0,0.0,78200.0,608.0,2021-11-13,,,,,,
ACT,98.0,1516.0,263.0,51.0,0.0,1928.0,14.0,2021-11-13,,,,,,
Australia,8535.0,100995.0,39563.0,282.0,39119.0,188494.0,1877.0,2021-11-13,,,,,,
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-13,,,,,,
QLD,1532.0,486.0,49.0,39.0,0.0,2106.0,7.0,2021-11-13,,,,,,
WA,996.0,93.0,14.0,9.0,0.0,1112.0,9.0,2021-11-14,,,,,,
VIC,1235.0,59124.0,4341.0,0.0,39946.0,104646.0,1226.0,2021-11-14,,,,,,
Australia,8536.0,101607.0,39214.0,285.0,39946.0,189588.0,1882.0,2021-11-14,,,,,,
TAS,85.0,141.0,5.0,6.0,0.0,237.0,13.0,2021-11-14,,,,,,
SA,692.0,179.0,9.0,40.0,0.0,920.0,4.0,2021-11-14,,,,,,
QLD,1532.0,486.0,49.0,39.0,0.0,2106.0,7.0,2021-11-14,,,,,,
NT,205.0,14.0,0.0,12.0,0.0,231.0,0.0,2021-11-14,,,,,,
NSW,3693.0,40045.0,34527.0,128.0,0.0,78393.0,609.0,2021-11-14,,,,,,
ACT,98.0,1525.0,269.0,51.0,0.0,1943.0,14.0,2021-11-14,,,,,,
TAS,85.0,141.0,5.0,7.0,0.0,238.0,13.0,2021-11-15,,,,,,
Australia,8541.0,103036.0,38801.0,285.0,39941.0,190604.0,1888.0,2021-11-15,,,,,,
ACT,98.0,1532.0,272.0,51.0,0.0,1953.0,14.0,2021-11-15,,,,,,
NSW,3694.0,40634.0,34101.0,127.0,0.0,78556.0,610.0,2021-11-15,,,,,,
NT,205.0,14.0,0.0,12.0,0.0,231.0,0.0,2021-11-15,,,,,,
QLD,1535.0,486.0,49.0,39.0,0.0,2109.0,7.0,2021-11-15,,,,,,
SA,692.0,179.0,9.0,40.0,0.0,920.0,4.0,2021-11-15,,,,,,
VIC,1235.0,59957.0,4351.0,0.0,39941.0,105484.0,1231.0,2021-11-15,,,,,,
WA,997.0,93.0,14.0,9.0,0.0,1113.0,9.0,2021-11-15,,,,,,
VIC,1235.0,60413.0,4371.0,0.0,40243.0,106262.0,1239.0,2021-11-16,,,,,,
WA,1000.0,93.0,14.0,9.0,0.0,1116.0,9.0,2021-11-16,,,,,,
ACT,98.0,1542.0,274.0,51.0,0.0,1965.0,14.0,2021-11-16,,,,,,
NSW,3696.0,41188.0,33677.0,127.0,78.0,78766.0,612.0,2021-11-16,,,,,,
Australia,8549.0,104059.0,38399.0,286.0,40321.0,191614.0,1898.0,2021-11-16,,,,,,
QLD,1536.0,486.0,49.0,39.0,0.0,2110.0,7.0,2021-11-16,,,,,,
SA,692.0,179.0,9.0,41.0,0.0,921.0,4.0,2021-11-16,,,,,,
TAS,85.0,141.0,5.0,7.0,0.0,238.0,13.0,2021-11-16,,,,,,
NT,207.0,17.0,0.0,12.0,0.0,236.0,0.0,2021-11-16,,,,,,
WA,1000.0,93.0,14.0,9.0,0.0,1116.0,9.0,2021-11-17,,,,,,
TAS,85.0,141.0,5.0,7.0,0.0,238.0,13.0,2021-11-17,,,,,,
SA,692.0,179.0,9.0,41.0,0.0,921.0,4.0,2021-11-17,,,,,,
QLD,1537.0,486.0,49.0,38.0,0.0,2110.0,7.0,2021-11-17,,,,,,
NT,206.0,27.0,0.0,12.0,0.0,245.0,0.0,2021-11-17,,,,,,
NSW,3700.0,41770.0,33296.0,143.0,85.0,78994.0,612.0,2021-11-17,,,,,,
ACT,98.0,1550.0,272.0,51.0,0.0,1971.0,14.0,2021-11-17,,,,,,
Australia,8553.0,105279.0,38033.0,301.0,40674.0,192840.0,1907.0,2021-11-17,,,,,,
VIC,1235.0,61033.0,4388.0,0.0,40589.0,107245.0,1248.0,2021-11-17,,,,,,
TAS,85.0,141.0,5.0,7.0,0.0,238.0,13.0,2021-11-18,,,,,,
SA,692.0,179.0,9.0,41.0,0.0,921.0,4.0,2021-11-18,,,,,,
QLD,1538.0,486.0,49.0,38.0,0.0,2111.0,7.0,2021-11-18,,,,,,
NT,206.0,33.0,0.0,12.0,0.0,251.0,0.0,2021-11-18,,,,,,
NSW,3701.0,42336.0,32933.0,147.0,137.0,79254.0,615.0,2021-11-18,,,,,,
ACT,98.0,1564.0,280.0,54.0,0.0,1996.0,14.0,2021-11-18,,,,,,
Australia,8557.0,106304.0,37721.0,308.0,41229.0,194119.0,1922.0,2021-11-18,,,,,,
WA,1001.0,93.0,14.0,9.0,0.0,1117.0,9.0,2021-11-18,,,,,,
VIC,1236.0,61472.0,4431.0,0.0,41092.0,108231.0,1260.0,2021-11-18,,,,,,
SA,693.0,179.0,9.0,41.0,0.0,922.0,4.0,2021-11-19,,,,,,
NT,206.0,34.0,0.0,12.0,0.0,252.0,0.0,2021-11-19,,,,,,
Australia,8560.0,107488.0,37424.0,311.0,41835.0,195618.0,1933.0,2021-11-19,,,,,,
QLD,1539.0,486.0,49.0,38.0,0.0,2112.0,7.0,2021-11-19,,,,,,
NSW,3702.0,42930.0,32594.0,150.0,92.0,79468.0,618.0,2021-11-19,,,,,,
ACT,98.0,1577.0,284.0,54.0,0.0,2013.0,14.0,2021-11-19,,,,,,
VIC,1235.0,62048.0,4469.0,0.0,41743.0,109495.0,1268.0,2021-11-19,,,,,,
WA,1002.0,93.0,14.0,9.0,0.0,1118.0,9.0,2021-11-19,,,,,,
TAS,85.0,141.0,5.0,7.0,0.0,238.0,13.0,2021-11-19,,,,,,
WA,1003.0,93.0,14.0,9.0,0.0,1119.0,9.0,2021-11-20,,,,,,
VIC,1235.0,62589.0,4502.0,0.0,42336.0,110662.0,1273.0,2021-11-20,,,,,,
TAS,85.0,141.0,5.0,7.0,0.0,238.0,13.0,2021-11-20,,,,,,
QLD,1539.0,486.0,49.0,38.0,0.0,2112.0,7.0,2021-11-20,,,,,,
NT,206.0,35.0,0.0,12.0,0.0,253.0,0.0,2021-11-20,,,,,,
NSW,3705.0,43472.0,32226.0,160.0,83.0,79646.0,618.0,2021-11-20,,,,,,
ACT,98.0,1589.0,285.0,54.0,0.0,2026.0,14.0,2021-11-20,,,,,,
Australia,8564.0,108584.0,37090.0,321.0,42419.0,196978.0,1938.0,2021-11-20,,,,,,
SA,693.0,179.0,9.0,41.0,0.0,922.0,4.0,2021-11-20,,,,,,
VIC,1235.0,63168.0,4519.0,0.0,43004.0,111926.0,1277.0,2021-11-21,,,,,,
WA,1004.0,93.0,14.0,9.0,0.0,1120.0,9.0,2021-11-21,,,,,,
SA,693.0,179.0,9.0,41.0,0.0,922.0,4.0,2021-11-21,,,,,,
QLD,1539.0,486.0,49.0,38.0,0.0,2112.0,7.0,2021-11-21,,,,,,
NT,207.0,43.0,0.0,12.0,2.0,264.0,0.0,2021-11-21,,,,,,
NSW,3706.0,44008.0,31853.0,166.0,88.0,79821.0,618.0,2021-11-21,,,,,,
ACT,98.0,1603.0,287.0,54.0,0.0,2042.0,14.0,2021-11-21,,,,,,
Australia,8567.0,109721.0,36736.0,327.0,43094.0,198445.0,1942.0,2021-11-21,,,,,,
TAS,85.0,141.0,5.0,7.0,0.0,238.0,13.0,2021-11-21,,,,,,
QLD,1539.0,486.0,49.0,38.0,0.0,2112.0,7.0,2021-11-22,,,,,,
SA,693.0,179.0,9.0,41.0,0.0,922.0,4.0,2021-11-22,,,,,,
VIC,1235.0,63761.0,4554.0,0.0,43392.0,112942.0,1280.0,2021-11-22,,,,,,
WA,1005.0,93.0,14.0,9.0,0.0,1121.0,9.0,2021-11-22,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-22,,,,,,
Australia,8573.0,110686.0,36581.0,332.0,43479.0,199651.0,1948.0,2021-11-22,,,,,,
ACT,98.0,1609.0,290.0,56.0,0.0,2053.0,14.0,2021-11-22,,,,,,
NSW,3710.0,44372.0,31660.0,168.0,87.0,79997.0,621.0,2021-11-22,,,,,,
NT,208.0,45.0,0.0,12.0,0.0,265.0,0.0,2021-11-22,,,,,,
VIC,1235.0,64246.0,4581.0,0.0,43693.0,113755.0,1298.0,2021-11-23,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-23,,,,,,
QLD,1540.0,486.0,49.0,38.0,0.0,2113.0,7.0,2021-11-23,,,,,,
NT,207.0,50.0,0.0,12.0,0.0,269.0,0.0,2021-11-23,,,,,,
NSW,3715.0,44633.0,31564.0,172.0,79.0,80163.0,623.0,2021-11-23,,,,,,
ACT,98.0,1625.0,294.0,55.0,0.0,2072.0,14.0,2021-11-23,,,,,,
Australia,8578.0,111453.0,36516.0,335.0,43772.0,200654.0,1968.0,2021-11-23,,,,,,
WA,1005.0,93.0,14.0,9.0,0.0,1121.0,9.0,2021-11-23,,,,,,
SA,693.0,179.0,9.0,41.0,0.0,922.0,4.0,2021-11-23,,,,,,
SA,693.0,179.0,9.0,41.0,0.0,922.0,4.0,2021-11-24,,,,,,
WA,1005.0,93.0,14.0,9.0,0.0,1121.0,9.0,2021-11-24,,,,,,
VIC,1236.0,64740.0,4610.0,0.0,44357.0,114943.0,1301.0,2021-11-24,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-24,,,,,,
QLD,1542.0,486.0,49.0,38.0,0.0,2115.0,7.0,2021-11-24,,,,,,
NSW,3719.0,44798.0,31580.0,179.0,132.0,80408.0,625.0,2021-11-24,,,,,,
ACT,98.0,1634.0,295.0,60.0,0.0,2087.0,14.0,2021-11-24,,,,,,
NT,207.0,53.0,0.0,12.0,0.0,272.0,0.0,2021-11-24,,,,,,
Australia,8585.0,112124.0,36562.0,347.0,44489.0,202107.0,1973.0,2021-11-24,,,,,,
NSW,3728.0,45054.0,31585.0,183.0,131.0,80681.0,625.0,2021-11-25,,,,,,
ACT,98.0,1637.0,297.0,63.0,0.0,2095.0,14.0,2021-11-25,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-25,,,,,,
Australia,8594.0,112939.0,36597.0,361.0,45159.0,203650.0,1978.0,2021-11-25,,,,,,
NT,207.0,62.0,0.0,12.0,0.0,281.0,0.0,2021-11-25,,,,,,
QLD,1541.0,486.0,49.0,41.0,0.0,2117.0,7.0,2021-11-25,,,,,,
WA,1006.0,93.0,14.0,9.0,0.0,1122.0,9.0,2021-11-25,,,,,,
VIC,1236.0,65287.0,4638.0,0.0,45028.0,116189.0,1306.0,2021-11-25,,,,,,
SA,693.0,179.0,9.0,45.0,0.0,926.0,4.0,2021-11-25,,,,,,
VIC,1236.0,65447.0,4656.0,0.0,46205.0,117544.0,1313.0,2021-11-26,,,,,,
WA,1006.0,93.0,14.0,9.0,0.0,1122.0,9.0,2021-11-26,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-26,,,,,,
Australia,8597.0,113570.0,36402.0,364.0,46338.0,205271.0,1985.0,2021-11-26,,,,,,
ACT,98.0,1644.0,299.0,62.0,0.0,2103.0,14.0,2021-11-26,,,,,,
NSW,3731.0,45518.0,31370.0,186.0,133.0,80938.0,625.0,2021-11-26,,,,,,
NT,207.0,62.0,0.0,12.0,0.0,281.0,0.0,2021-11-26,,,,,,
QLD,1540.0,486.0,49.0,41.0,0.0,2116.0,7.0,2021-11-26,,,,,,
SA,694.0,179.0,9.0,46.0,0.0,928.0,4.0,2021-11-26,,,,,,
Australia,8601.0,114179.0,36186.0,373.0,47409.0,206748.0,1990.0,2021-11-27,,,,,,
ACT,98.0,1651.0,298.0,63.0,0.0,2110.0,14.0,2021-11-27,,,,,,
NSW,3735.0,46003.0,31129.0,191.0,112.0,81170.0,625.0,2021-11-27,,,,,,
QLD,1540.0,487.0,49.0,41.0,0.0,2117.0,7.0,2021-11-27,,,,,,
SA,694.0,179.0,9.0,49.0,0.0,931.0,4.0,2021-11-27,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-27,,,,,,
VIC,1236.0,65562.0,4682.0,0.0,47297.0,118777.0,1318.0,2021-11-27,,,,,,
WA,1006.0,93.0,14.0,9.0,0.0,1122.0,9.0,2021-11-27,,,,,,
NT,207.0,63.0,0.0,12.0,0.0,282.0,0.0,2021-11-27,,,,,,
QLD,1542.0,487.0,49.0,42.0,0.0,2120.0,7.0,2021-11-28,,,,,,
VIC,1237.0,66853.0,4702.0,0.0,47023.0,119815.0,1322.0,2021-11-28,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-28,,,,,,
SA,694.0,179.0,9.0,49.0,0.0,931.0,4.0,2021-11-28,,,,,,
WA,1006.0,92.0,14.0,9.0,0.0,1121.0,9.0,2021-11-28,,,,,,
NT,209.0,63.0,0.0,12.0,0.0,284.0,0.0,2021-11-28,,,,,,
NSW,3739.0,46432.0,30890.0,196.0,98.0,81355.0,625.0,2021-11-28,,,,,,
ACT,98.0,1656.0,298.0,65.0,0.0,2117.0,14.0,2021-11-28,,,,,,
Australia,8610.0,115903.0,35967.0,381.0,47121.0,207982.0,1994.0,2021-11-28,,,,,,
NSW,3749.0,46950.0,30535.0,201.0,64.0,81499.0,625.0,2021-11-29,,,,,,
NT,209.0,67.0,0.0,12.0,0.0,288.0,0.0,2021-11-29,,,,,,
QLD,1547.0,487.0,49.0,42.0,0.0,2125.0,7.0,2021-11-29,,,,,,
SA,695.0,179.0,9.0,49.0,0.0,932.0,4.0,2021-11-29,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-29,,,,,,
Australia,8626.0,116523.0,35642.0,384.0,47967.0,209142.0,1997.0,2021-11-29,,,,,,
WA,1006.0,92.0,14.0,9.0,0.0,1121.0,9.0,2021-11-29,,,,,,
VIC,1237.0,66943.0,4731.0,0.0,47903.0,120814.0,1325.0,2021-11-29,,,,,,
ACT,98.0,1664.0,299.0,63.0,0.0,2124.0,14.0,2021-11-29,,,,,,
Australia,8638.0,118711.0,34465.0,389.0,48036.0,210239.0,2006.0,2021-11-30,,,,,,
NSW,3761.0,48324.0,29304.0,204.0,81.0,81674.0,628.0,2021-11-30,,,,,,
NT,209.0,68.0,0.0,12.0,0.0,289.0,0.0,2021-11-30,,,,,,
QLD,1547.0,487.0,49.0,44.0,0.0,2127.0,7.0,2021-11-30,,,,,,
SA,695.0,179.0,9.0,49.0,0.0,932.0,4.0,2021-11-30,,,,,,
TAS,85.0,141.0,5.0,8.0,0.0,239.0,13.0,2021-11-30,,,,,,
ACT,98.0,1670.0,299.0,63.0,0.0,2130.0,14.0,2021-11-30,,,,,,
WA,1006.0,92.0,14.0,9.0,0.0,1121.0,9.0,2021-11-30,,,,,,
VIC,1237.0,67750.0,4785.0,0.0,47955.0,121727.0,1331.0,2021-11-30,,,,,,
WA,1006.0,92.0,14.0,9.0,0.0,1121.0,9.0,2021-12-01,,,,,,
Australia,8652.0,119811.0,34061.0,392.0,48738.0,211654.0,2011.0,2021-12-01,,,,,,
ACT,98.0,1672.0,301.0,63.0,0.0,2134.0,14.0,2021-12-01,,,,,,
NSW,3772.0,48958.0,28864.0,206.0,116.0,81916.0,628.0,2021-12-01,,,,,,
NT,209.0,68.0,0.0,12.0,0.0,289.0,0.0,2021-12-01,,,,,,
QLD,1549.0,487.0,49.0,45.0,0.0,2130.0,7.0,2021-12-01,,,,,,
SA,696.0,179.0,10.0,49.0,0.0,934.0,4.0,2021-12-01,,,,,,
TAS,85.0,141.0,5.0,8.0,1.0,240.0,13.0,2021-12-01,,,,,,
VIC,1237.0,68214.0,4818.0,0.0,48621.0,122890.0,1336.0,2021-12-01,,,,,,
Australia,8672.0,120782.0,33937.0,406.0,49563.0,213360.0,2021.0,2021-12-02,,,,,,
NT,211.0,69.0,0.0,12.0,0.0,292.0,0.0,2021-12-02,,,,,,
ACT,98.0,1676.0,305.0,63.0,0.0,2142.0,14.0,2021-12-02,,,,,,
SA,696.0,197.0,9.0,51.0,0.0,953.0,4.0,2021-12-02,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-02,,,,,,
VIC,1247.0,68745.0,4862.0,0.0,49445.0,124299.0,1346.0,2021-12-02,,,,,,
WA,1006.0,92.0,14.0,9.0,0.0,1121.0,9.0,2021-12-02,,,,,,
QLD,1549.0,487.0,50.0,47.0,0.0,2133.0,7.0,2021-12-02,,,,,,
NSW,3779.0,49375.0,28692.0,216.0,118.0,82180.0,628.0,2021-12-02,,,,,,
WA,1007.0,92.0,14.0,9.0,0.0,1122.0,9.0,2021-12-03,,,,,,
VIC,1252.0,69382.0,4868.0,0.0,49972.0,125474.0,1357.0,2021-12-03,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-03,,,,,,
SA,696.0,197.0,9.0,53.0,2.0,957.0,4.0,2021-12-03,,,,,,
QLD,1549.0,487.0,50.0,53.0,0.0,2139.0,7.0,2021-12-03,,,,,,
NT,211.0,70.0,0.0,12.0,0.0,293.0,0.0,2021-12-03,,,,,,
NSW,3788.0,49882.0,28435.0,221.0,188.0,82514.0,628.0,2021-12-03,,,,,,
ACT,98.0,1679.0,304.0,65.0,0.0,2146.0,14.0,2021-12-03,,,,,,
Australia,8687.0,121930.0,33685.0,421.0,50162.0,214885.0,2032.0,2021-12-03,,,,,,
Australia,8703.0,122771.0,33660.0,435.0,51007.0,216576.0,2042.0,2021-12-04,,,,,,
VIC,1260.0,69842.0,4908.0,0.0,50813.0,126823.0,1365.0,2021-12-04,,,,,,
ACT,98.0,1679.0,307.0,69.0,0.0,2153.0,14.0,2021-12-04,,,,,,
NSW,3793.0,50256.0,28367.0,230.0,191.0,82837.0,629.0,2021-12-04,,,,,,
WA,1007.0,92.0,14.0,9.0,0.0,1122.0,9.0,2021-12-04,,,,,,
QLD,1552.0,491.0,50.0,51.0,1.0,2145.0,7.0,2021-12-04,,,,,,
SA,696.0,200.0,9.0,55.0,2.0,962.0,4.0,2021-12-04,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-04,,,,,,
NT,211.0,70.0,0.0,13.0,0.0,294.0,1.0,2021-12-04,,,,,,
SA,697.0,202.0,9.0,57.0,3.0,968.0,4.0,2021-12-05,,,,,,
QLD,1553.0,493.0,49.0,56.0,1.0,2152.0,7.0,2021-12-05,,,,,,
NT,211.0,70.0,0.0,13.0,0.0,294.0,1.0,2021-12-05,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-05,,,,,,
ACT,99.0,1684.0,304.0,69.0,0.0,2156.0,14.0,2021-12-05,,,,,,
Australia,8720.0,123672.0,33540.0,445.0,51462.0,217839.0,2050.0,2021-12-05,,,,,,
WA,1007.0,92.0,14.0,9.0,0.0,1122.0,9.0,2021-12-05,,,,,,
NSW,3807.0,50711.0,28231.0,233.0,136.0,83118.0,630.0,2021-12-05,,,,,,
VIC,1260.0,70279.0,4928.0,0.0,51322.0,127789.0,1372.0,2021-12-05,,,,,,
Australia,8731.0,124373.0,33603.0,457.0,51954.0,219118.0,2056.0,2021-12-06,,,,,,
ACT,100.0,1692.0,303.0,69.0,0.0,2164.0,14.0,2021-12-06,,,,,,
NSW,3815.0,50893.0,28233.0,241.0,139.0,83321.0,630.0,2021-12-06,,,,,,
NT,211.0,72.0,0.0,13.0,0.0,296.0,1.0,2021-12-06,,,,,,
QLD,1554.0,493.0,49.0,58.0,1.0,2155.0,7.0,2021-12-06,,,,,,
SA,698.0,203.0,9.0,59.0,2.0,971.0,4.0,2021-12-06,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-06,,,,,,
VIC,1260.0,70787.0,4990.0,0.0,51812.0,128849.0,1378.0,2021-12-06,,,,,,
WA,1007.0,92.0,14.0,9.0,0.0,1122.0,9.0,2021-12-06,,,,,,
Australia,8756.0,124830.0,33366.0,469.0,53137.0,220558.0,2065.0,2021-12-07,,,,,,
ACT,101.0,1692.0,303.0,71.0,0.0,2167.0,14.0,2021-12-07,,,,,,
NSW,3832.0,51301.0,27991.0,250.0,198.0,83572.0,632.0,2021-12-07,,,,,,
NT,213.0,72.0,0.0,13.0,0.0,298.0,1.0,2021-12-07,,,,,,
QLD,1554.0,494.0,50.0,57.0,0.0,2155.0,7.0,2021-12-07,,,,,,
SA,698.0,205.0,9.0,61.0,2.0,975.0,4.0,2021-12-07,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-07,,,,,,
VIC,1265.0,70833.0,4994.0,0.0,52937.0,130029.0,1385.0,2021-12-07,,,,,,
WA,1007.0,92.0,14.0,9.0,0.0,1122.0,9.0,2021-12-07,,,,,,
Australia,8772.0,126209.0,33247.0,477.0,53556.0,222261.0,2072.0,2021-12-08,,,,,,
ACT,101.0,1699.0,303.0,72.0,0.0,2175.0,15.0,2021-12-08,,,,,,
NSW,3838.0,51716.0,27866.0,257.0,290.0,83967.0,633.0,2021-12-08,,,,,,
NT,213.0,73.0,0.0,13.0,0.0,299.0,1.0,2021-12-08,,,,,,
QLD,1554.0,495.0,50.0,58.0,0.0,2157.0,7.0,2021-12-08,,,,,,
SA,699.0,207.0,10.0,60.0,0.0,976.0,4.0,2021-12-08,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-08,,,,,,
VIC,1274.0,71786.0,4999.0,0.0,53266.0,131325.0,1390.0,2021-12-08,,,,,,
WA,1007.0,92.0,14.0,9.0,0.0,1122.0,9.0,2021-12-08,,,,,,
Australia,8794.0,127082.0,33282.0,483.0,54271.0,223912.0,2082.0,2021-12-09,,,,,,
ACT,102.0,1701.0,304.0,72.0,0.0,2179.0,15.0,2021-12-09,,,,,,
NSW,3849.0,52064.0,27894.0,260.0,317.0,84384.0,634.0,2021-12-09,,,,,,
NT,215.0,76.0,0.0,13.0,0.0,304.0,1.0,2021-12-09,,,,,,
QLD,1554.0,495.0,50.0,58.0,0.0,2157.0,7.0,2021-12-09,,,,,,
SA,701.0,209.0,10.0,63.0,0.0,983.0,4.0,2021-12-09,,,,,,
TAS,86.0,141.0,5.0,8.0,0.0,240.0,13.0,2021-12-09,,,,,,
